step,time,density_simple,blockade_violation_simple,pxp_energy_density_simple,exact_finite_density,max_truncerr,mean_bond_entropy,max_bond_entropy,log_norm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02,0.00021094978264191464,4.970312116169908e-32,1.204681265500847e-16,0.0003996269892620247,6.057284815157998e-29,0.0004886714629131812,0.0010208140309151616,7.27804539587947
2,0.04,0.0006209453299682393,1.7574107440658554e-25,8.700537818727151e-16,0.0015953167147075228,1.124449453822483e-13,0.0022121244272449198,0.0035300598582299544,25.993025738423423
3,0.06,0.0013945003658568627,4.6870308780169454e-23,1.4244609464020063e-15,0.0035775326995361634,1.1058640462728183e-12,0.0045351562329980005,0.007213741432460306,44.70804551527363
4,0.08,0.0024728535724359655,1.673130966093244e-21,2.242909241886788e-15,0.006330503904987648,4.5593082118822335e-12,0.007508316275770439,0.011903633972788055,63.42317256993802
5,0.1,0.0038515872175550973,2.34916952635545e-20,1.8886177412822413e-15,0.009832407583696245,1.2902801599377941e-11,0.011064760249315221,0.0174823715364799,82.13853026388924
6,0.12,0.0055251219998829655,1.9213198693446218e-19,1.8518247971091495e-15,0.014055623908162016,2.9489288497189505e-11,0.015154085309224404,0.0238585890898799,100.85430987370394
7,0.14,0.007486735563169398,1.1050190885625826e-18,1.5354271513556083e-15,0.018967061617202827,5.868266898283492e-11,0.019735876610559255,0.030957181844269405,119.57078405542713
8,0.16,0.009728585452090224,4.964297864121079e-18,2.4999520731678237e-16,0.02452855337360719,1.059662588375061e-10,0.0247762144483618,0.038714040711690226,138.28831887768666
9,0.18,0.012241736913281571,1.8584058693085344e-17,2.4039521221622755e-16,0.03069731867849766,1.7807443469417542e-10,0.03024553511162925,0.047072931361651964,157.00738441680943
10,0.2,0.015016196124359596,6.049524558826306e-17,7.254417186525258e-16,0.037426491008155795,2.8315085208684285e-10,0.03611721046874835,0.05598348337534041,175.7285637318757
11,0.22,0.018040949430319586,1.7637178886493604e-16,4.57741450174048e-16,0.04466570431665188,4.3093739780643356e-10,0.04236655452443683,0.06539981476913419,194.4525600636524
12,0.24,0.021304009106733548,4.704458652244313e-16,5.976413901878666e-16,0.05236173220475548,6.329987359317229e-10,0.048970107034509984,0.07527954838341805,213.1802021310793
13,0.26,0.02479246606237097,1.1663465113088847e-15,-3.7356456004310954e-16,0.06045917095274792,9.029877849172839e-10,0.055905110270211576,0.08558308471651355,231.9124474323469
14,0.28,0.028492549744625353,2.7201937223422364e-15,-1.2365819649266954e-15,0.06890115535362283,1.2569575989521934e-9,0.06314912847246841,0.09627305106072223,250.65038349409429
15,0.3,0.03238969532536722,6.023702032436691e-15,-8.900401602435337e-16,0.07763009400604053,1.7137247766538132e-9,0.07067977758715585,0.10731387709185743,269.39522705115803
16,0.32,0.03646861803090793,1.2758134038830162e-14,-3.883269382011665e-16,0.086588408610633,2.2952885779248703e-9,0.0784745430844347,0.11867146459644298,288.1483211796732
17,0.34,0.04071339424812984,2.599475315159888e-14,-1.4162313887033075e-16,0.0957192600603825,3.0273083014430826e-9,0.08651066965513471,0.13031292961938173,306.9111304470655
18,0.36,0.04510754880169843,5.1188575039931235e-14,-7.778047574276885e-16,0.10496724293548455,3.939639134254802e-9,0.09476511019654082,0.1422064019495779,325.68523418235503
19,0.38,0.04963414756766285,9.778547565663388e-14,-1.6306928938426949e-15,0.11427902960268997,5.066923646354e-9,0.10321452375292711,0.15432087113239926,344.47231800791525
20,0.4,0.054275894379728636,1.8176499252384586e-13,-1.1678759464314355e-15,0.12360394564109642,6.449232478946774e-9,0.11183531353227677,0.16662607101001015,363.2741638081304
21,0.42,0.05901523100812039,3.2958036024188715e-13,-1.1920661168602294e-15,0.13289445987597304,8.132743731197734e-9,0.12060369711747779,0.17909239667589566,382.09263834007555
22,0.44,0.05811971841109233,6.230111173592153e-13,-9.076890192260775e-16,0.1421188074488864,8.368250140199642e-9,0.13578659565094295,0.2427239393201507,401.5378784025855
23,0.46,0.060593526555496914,3.573517733110055e-8,-9.244236564101742e-15,0.15131071160288145,6.806404817802398e-6,0.21446981384627298,0.47309573784639586,429.59812553453963
24,0.48,0.07052192593474436,1.0271056760568666e-7,8.378744799359085e-16,0.16025063523098904,3.2255761585516325e-6,0.2353141517160717,0.44775670043044374,459.7762794962229
25,0.5,0.07839609137351829,1.9697819089303296e-7,4.567039814974489e-15,0.16886377084596382,3.421317436303627e-6,0.2432629638825972,0.383494299516032,489.9242409978484
26,0.52,0.08445163471223502,3.0490514402183853e-7,3.304945364936295e-15,0.17717469289104626,4.273834425393331e-6,0.24560887949617388,0.3739984803484433,520.0737718494565
27,0.54,0.08925223693530132,4.204290273172291e-7,3.302938909480363e-15,0.18519711106428266,4.60929658686466e-6,0.24810553351847067,0.35624797826176063,550.2709565275369
28,0.56,0.0932554068295176,5.432742410598647e-7,1.5470550108402162e-15,0.19292718501074493,4.723579316877741e-6,0.25174792926211176,0.36800395565002697,580.5339789008015
29,0.58,0.09676192264921464,6.747001915469097e-7,7.450985589382564e-16,0.2003541133548734,5.144777032049122e-6,0.25638856474860056,0.3786932972316119,610.8762397286081
30,0.6,0.0999459144869382,8.150408814266494e-7,-8.780785176002275e-16,0.20746621599128348,5.938426019503364e-6,0.26171592590253645,0.38915093990900945,641.3092332313456
31,0.62,0.1029005621768144,9.633109994036586e-7,-8.457066245359565e-16,0.21425340936993395,6.7611143765758486e-6,0.2674832338864634,0.39964761093145057,671.8430902934034
32,0.64,0.1056732414052664,1.1179047985873148e-6,-2.611333080558253e-15,0.2207078922513029,7.599461282337382e-6,0.2735259535353247,0.41026163582927605,702.4865892572708
33,0.66,0.10828691132295847,1.27739987061945e-6,-2.9635254101859533e-15,0.22682402589155895,8.430926224727497e-6,0.2797355149693784,0.42099694442731145,733.2469386949883
34,0.68,0.11075181816982768,1.4409972400905957e-6,-3.12083108389601e-15,0.2325979124759704,9.233469016171876e-6,0.28603532211096794,0.431821383416418,764.1294828217362
35,0.7000000000000001,0.11307185733091601,1.6085991723685405e-6,-3.659977506050267e-15,0.23802690977486593,9.989509057484265e-6,0.2923659171409399,0.442680405438966,795.1374346138609
36,0.72,0.11524821042403088,1.7806707471804894e-6,-3.5467469527873908e-15,0.24310919145975646,1.0686684364992132e-5,0.29867720902381834,0.4535037556725256,826.2717187903456
37,0.74,0.11728152837636917,1.958013842859007e-6,-3.0661992473944214e-15,0.24784340581569586,1.131711853003127e-5,0.3049250829076553,0.4642110511792363,857.5309868902107
38,0.76,0.11917321155575139,2.141535746494975e-6,-3.1387501246774047e-15,0.2522284580862196,1.1876134427107486e-5,0.3110704968622666,0.4747181336437436,888.9118375835812
39,0.78,0.12092602037339747,2.332059278823697e-6,-3.7451011342564456e-15,0.2562634237581913,1.2360931027877679e-5,0.3170798173184356,0.48494434042673373,920.4092356578019
40,0.8,0.12254415096802182,2.530197315990447e-6,-4.6258096960736304e-15,0.2599475856632656,1.276952532972132e-5,0.3229255501779148,0.49481993016447995,952.0170816478385
41,0.8200000000000001,0.12403291344392037,2.736296168988029e-6,-6.141753502832548e-15,0.2632805764108418,1.3120476127781524e-5,0.32858691880586227,0.5042925160467615,983.7288543629185
42,0.84,0.12539817579708698,2.9504378579854057e-6,-7.481358438235123e-15,0.26626260007244146,1.3392336702769593e-5,0.3340499974064708,0.5133314404669819,1015.5382404781296
43,0.86,0.12664573990922864,3.172482408265069e-6,-5.1015577617409604e-15,0.2688947031941585,1.3579597924873667e-5,0.3393073310596031,0.5219294560004405,1047.4396793011251
44,0.88,0.1277807858403034,3.402128977787871e-6,-4.771582073655327e-15,0.2711790642691072,1.3681429111021625e-5,0.34435713494877934,0.5301016595916191,1079.4287783412349
45,0.9,0.1288074699267,3.638977824958844e-6,-6.53864908562352e-15,0.2731192716654816,1.3698054770570432e-5,0.3492022474617825,0.5378821491546439,1111.5025848922855
46,0.92,0.12972871009698975,3.882581295202465e-6,-5.885677735329976e-15,0.27472056188686594,1.3631214854589922e-5,0.3538490210227704,0.5453191981744554,1143.6597219009423
47,0.9400000000000001,0.13054615126692212,4.132478664267312e-6,-6.777659974397888e-15,0.2759899926087249,1.3487479463023015e-5,0.358306294312873,0.5524698405007507,1175.9004097624224
48,0.96,0.13126027838623933,4.388215254535146e-6,-7.675655220174499e-15,0.27693652819739456,1.3296091922992516e-5,0.3625845281811418,0.5593946661514108,1208.2264005804211
49,0.98,0.13187063261531146,4.649350008485125e-6,-9.60272648920305e-15,0.27757101953249735,1.3032996890274084e-5,0.36669512846143476,0.5661534218098448,1240.6408509529747
50,1.0,0.1323760835944262,4.915457383421611e-6,-1.0918650689243865e-14,0.27790606508085186,1.2777491471655419e-5,0.3706499367318282,0.5728017568488298,1273.1481564356036
51,1.02,0.1327751148725149,5.186129033259228e-6,-9.896286800101997e-15,0.27795574639092985,1.3598115429904919e-5,0.3744608501959231,0.5793892117673203,1305.7537673098557
52,1.04,0.13306608818748367,5.460978664094532e-6,-1.0501599210608883e-14,0.27773523844803855,1.4454802481047217e-5,0.3781395318849036,0.5859583480173621,1338.4640018374917
53,1.06,0.13324746362772166,5.7396505518987665e-6,-1.1746944119624404e-14,0.27726030345424674,1.530262174163355e-5,0.38169718467071984,0.5925447867229194,1371.2858697937484
54,1.08,0.13331796482427416,6.021829620967776e-6,-1.403089833974485e-14,0.276546685208302,1.6128200746119745e-5,0.38514437801390183,0.5991778634190055,1404.226915530632
55,1.1,0.13327668926135294,6.3072496561774924e-6,-1.4333362832556874e-14,0.2756094298313566,1.6919216528534298e-5,0.38849092777300176,0.6058816078863614,1437.2950860496467
56,1.12,0.13312317195773835,6.595696525881465e-6,-1.6547949180787422e-14,0.2744621664514224,1.7664774713594365e-5,0.39174583361160586,0.6126758045866204,1470.49862575144
57,1.1400000000000001,0.13285741534503656,6.88700487145196e-6,-1.4570370634683564e-14,0.27311638787789405,1.8355600490968324e-5,0.39491727637018287,0.6195769589298862,1503.8459960534447
58,1.16,0.1324798992424999,7.181048729076916e-6,-1.37096031654903e-14,0.2715807755144778,1.898406828989642e-5,0.3980126723874771,0.6265990683369915,1537.3458153166157
59,1.18,0.13199158322433732,7.477728083742468e-6,-1.4411665596188996e-14,0.26986061410783146,1.9544118895095027e-5,0.40103877656212916,0.6337541607614463,1571.006812741982
60,1.2,0.13139391056049116,7.776953828630394e-6,-1.3968148575053724e-14,0.26795733993245835,2.003111925106881e-5,0.40400182305616844,0.6410526093504766,1604.837789102139
61,1.22,0.13068881940063773,8.078632909172733e-6,-1.4030275415514463e-14,0.26586826047742945,2.044171303509219e-5,0.4069076923575956,0.6485032582900496,1638.847577168459
62,1.24,0.129878763764154,8.382653862250084e-6,-1.6070851303033798e-14,0.26358647479341335,2.0773694276485382e-5,0.4097620950589332,0.6561134036979007,1673.044995167388
63,1.26,0.12896674460387514,8.68887099689929e-6,-2.0257283863654834e-14,0.26110101193960233,2.1025917997181722e-5,0.4125707648195392,0.6638886689901048,1707.438787219039
64,1.28,0.1279563498081209,8.997083561368154e-6,-2.1468606626216206e-14,0.25839719138216444,2.119824621279682e-5,0.41533965439493853,0.6718328012778472,1742.0375452141316
65,1.3,0.12685180137218796,9.307004720841169e-6,-2.1000471550462967e-14,0.25545719499803793,2.1291517655785895e-5,0.41807512865044494,0.6799473982577579,1776.8496068116176
66,1.32,0.12565800790298784,9.618214196031133e-6,-2.118599739510293e-14,0.25226082698185825,2.1307525904972685e-5,0.4207841468783606,0.688231556732791,1811.8829241386077
67,1.34,0.12438062090508861,9.930088061112955e-6,-2.269159860982598e-14,0.24878642690688707,2.2287225457345547e-5,0.4234744235054145,0.696681416110347,1847.144897394661
68,1.36,0.12302609372764807,1.0241699555644334e-5,-2.4893645322890063e-14,0.2450118937202486,2.341629571359866e-5,0.4261545514921929,0.7052895540045409,1882.6421670471132
69,1.3800000000000001,0.12160174240895355,1.0551686032406584e-5,-2.631312814509676e-14,0.24091577540069664,2.5277732927698373e-5,0.42883406655564404,0.7140441776403921,1918.3803579086907
70,1.4000000000000001,0.12011580765660994,1.0858079760763322e-5,-2.837695950684067e-14,0.2364783805889018,2.7284726151622974e-5,0.43152342323570075,0.7229280467648282,1954.3637685275182
71,1.42,0.11857751646214337,1.1158104933912332e-5,-2.770362205118616e-14,0.23168287416079617,2.9424911617533568e-5,0.43423384691238887,0.7319170666951293,1990.5950006311878
72,1.44,0.1169971398813613,1.1447950841579667e-5,-2.8257274874420768e-14,0.22651632706403568,3.168562169191318e-5,0.4369770215232637,0.7409785135101716,2027.074526770137
73,1.46,0.11538603982169876,1.1722542733106031e-5,-2.907680087026337e-14,0.22097069958871499,3.404507525331465e-5,0.43976457503738153,0.7500689109570137,2063.800200986423
74,1.48,0.11375669202568149,1.1975347752721977e-5,-3.0606217218881803e-14,0.21504374378648536,3.6470386505531215e-5,0.4426073396070984,0.7591316858766491,2100.7667285459524
75,1.5,0.11212266532175091,1.2198272021398746e-5,-3.015330783845789e-14,0.20873981195898397,3.8915894281247907e-5,0.44551439729671194,0.7680948955751483,2137.96512730908
76,1.52,0.11049853050042194,1.238172161543311e-5,-3.038451256118885e-14,0.20207055153713227,4.1322301764801395e-5,0.4484919793354659,0.7768695361724363,2175.382234529511
77,1.54,0.10889966957787335,1.2514905451815212e-5,-3.097485507307831e-14,0.19505545162512217,4.361723183583428e-5,0.45154236258920466,0.7853491553826842,2213.0003353459647
78,1.56,0.10734196286769043,1.2586439169697557e-5,-3.4351879675677385e-14,0.1877221857787339,4.571778285472002e-5,0.4546629822108603,0.7934116022937512,2250.7970056999407
79,1.58,0.10584135157131475,1.2585255620669585e-5,-3.488704594289782e-14,0.18010667661735022,4.760285715615736e-5,0.4578460184259517,0.8009236064957386,2288.745262250924
80,1.6,0.1044133070740358,1.2501741849444963e-5,-3.5558535267390854e-14,0.17225280184813802,4.927463501266972e-5,0.4610786764668677,0.8077483730084499,2326.814084656417
81,1.62,0.10307227564675743,1.2328928424966985e-5,-3.827040476863674e-14,0.16421167915910886,5.0517467681171043e-5,0.46434424050866113,0.813755535439329,2364.9693179674177
82,1.6400000000000001,0.10183119160972313,1.2063496995647163e-5,-4.153871122947229e-14,0.15604051311715925,5.125770261638917e-5,0.46762377338339456,0.8188318909577372,2403.174885375386
83,1.6600000000000001,0.10070114643068012,1.170638485803174e-5,-4.4202017094251744e-14,0.14780105208382796,5.144435023500381e-5,0.4708981357553378,0.8228907902532512,2441.394169039188
84,1.68,0.09969126206799779,1.1262857582567705e-5,-4.747394165955325e-14,0.13955776741272075,5.105457592670037e-5,0.47414990644346033,0.8258782434607557,2479.591378244551
85,1.7,0.0988087598153839,1.0742055761997673e-5,-4.862853808529445e-14,0.13137590919953565,5.009551285762992e-5,0.4773648445623915,0.8277747290010816,2517.732736099517
86,1.72,0.09805916744682255,1.0156141812960067e-5,-4.988603525405177e-14,0.12331960082222174,4.860235046912998e-5,0.4805327063312849,0.8285929275822564,2555.7873714119473
87,1.74,0.0974465872833158,9.519234922756563e-6,-5.0200642246756866e-14,0.11545011152336901,4.6633508995819714e-5,0.48364742424282475,0.8283725715977559,2593.7278758702123
88,1.76,0.09697395748247943,8.846320050627488e-6,-5.1200041035641346e-14,0.10782440579050746,4.426414815030311e-5,0.4867067936782741,0.8271739579099202,2631.530550410861
89,1.78,0.09664326531238553,8.152272040985903e-6,-5.124869865371277e-14,0.10049402503224153,4.15792506178143e-5,0.489711863038148,0.8250714619743913,2669.1754028600735
90,1.8,0.09645569863628695,7.451077180400537e-6,-5.2418631790339445e-14,0.0935043206173937,3.866723014516597e-5,0.49266620582229337,0.8221478962359363,2706.645970739777
91,1.82,0.0964117408559772,6.755282328352344e-6,-5.433743416034382e-14,0.086894030982947,3.561463543158623e-5,0.49557520253783394,0.818490059459149,2743.9290367917492
92,1.84,0.09651122342979865,6.075664534668295e-6,-5.521484562340709e-14,0.08069517832145347,3.250218502995584e-5,0.4984454063659675,0.8141854767233386,2781.014290119912
93,1.86,0.09675335153686755,5.421092024687831e-6,-5.543810086324243e-14,0.07493324993679105,2.9402126162467647e-5,0.5012840243111137,0.8093201526528442,2817.893969974023
94,1.8800000000000001,0.09713671612682989,4.798537247019015e-6,-5.537530055507109e-14,0.06962762343911698,2.637676258994095e-5,0.5040985185799186,0.803977107423993,2854.5625156843707
95,1.9000000000000001,0.09765930214723423,4.2132004518498915e-6,-5.618435816304617e-14,0.06479219192106705,2.347792422373986e-5,0.5068963187480814,0.7982354799479626,2891.0162361731905
96,1.92,0.09831849957862739,3.6687047998388805e-6,-5.790335153444825e-14,0.060436144108004165,2.07471316998822e-5,0.5096846297829344,0.7921700239871321,2927.253005581216
97,1.94,0.09911112150557339,3.167329029816699e-6,-6.014504373439606e-14,0.05656485458120519,1.8306433244980294e-5,0.5124703205751739,0.7858508678699883,2963.271987166927
98,1.96,0.1000334317901182,2.710249786466092e-6,-6.073958735308602e-14,0.05318084009779902,1.646517100870084e-5,0.5152598797376675,0.7793434472621025,2999.073385043789
99,1.98,0.1010811837796777,2.2977719706069152e-6,-5.990067279260736e-14,0.05028473939137627,1.4718395750139643e-5,0.5180594284687756,0.7727085507301823,3034.6582219319666
100,2.0,0.10224967062937425,1.9295314610272927e-6,-5.901904193473166e-14,0.047876275214340645,1.3091937358968604e-5,0.520874783332073,0.7660024402599764,3070.0281404942916
