n,D,dt,cutoff,total_time,ed_mode,observable_mode,ed_boundary_condition,ed_symmetry_sector,ed_observable_scope,ed_reference_label,ed_basis_dimension,ed_constrained_dimension,ed_group_order,ed_hamiltonian_nnz,ed_runtime_seconds,ipeps_runtime_seconds,reversibility_runtime_seconds,density_error_simple,density_error_exact_finite,density_error_ctm,return_probability_error,ed_return_probability,ed_excitation_density,ipeps_simple_density,ipeps_exact_finite_density,ipeps_ctm_density,max_truncerr,log_norm_initial,log_norm_final,log_norm_delta_abs,reversibility_density_drift,ctm_trust_status,ctm_trust_reason,notes,warnings
3,3,0.02,1.0e-9,0.5,symmetric_pbc,exact_finite,periodic,fully_symmetric_space_group,pbc_global_site_average,finite_pbc_global_density,4,34,72,6,2.692046567,75.868835416,6.597787048,-0.08599739854193954,-0.0045775344109171,,0.0035008327752380636,0.04713724901685469,0.17010033361450297,0.08410293507256343,0.16552279920358587,,7.1213159380579785e-6,0.0,575.2835161945695,575.2835161945695,0.025964392618315804,not_run,not_run,M3 larger-D PXP ED benchmark,"density_simple is a diagnostic for D>1 loopy PEPS, not exact finite truth;symmetric PBC ED observables are global site averages"
