n,D,dt,cutoff,total_time,ed_mode,observable_mode,ed_boundary_condition,ed_symmetry_sector,ed_observable_scope,ed_reference_label,ed_basis_dimension,ed_constrained_dimension,ed_group_order,ed_hamiltonian_nnz,ed_runtime_seconds,ipeps_runtime_seconds,reversibility_runtime_seconds,density_error_simple,density_error_exact_finite,density_error_ctm,return_probability_error,ed_return_probability,ed_excitation_density,ipeps_simple_density,ipeps_exact_finite_density,ipeps_ctm_density,max_truncerr,log_norm_initial,log_norm_final,log_norm_delta_abs,reversibility_density_drift,ctm_trust_status,ctm_trust_reason,notes,warnings
5,1,0.01,1.0e-12,0.0,symmetric_pbc,symmetric_pbc_ed_global,periodic,fully_symmetric_space_group,pbc_global_site_average,finite_pbc_global_density,188,25531,200,1566,2.291558915,27.334700626,0.16691218,0.0,,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,not_run,not_run,M3 larger-D PXP ED benchmark,exact finite iPEPS observables were not available for this run;symmetric PBC ED observables are global site averages
5,2,0.01,1.0e-12,0.0,symmetric_pbc,symmetric_pbc_ed_global,periodic,fully_symmetric_space_group,pbc_global_site_average,finite_pbc_global_density,188,25531,200,1566,2.291558915,0.301423155,0.879678637,0.0,,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,not_run,not_run,M3 larger-D PXP ED benchmark,"density_simple is a diagnostic for D>1 loopy PEPS, not exact finite truth;exact finite iPEPS observables were not available for this run;symmetric PBC ED observables are global site averages"
